Field Name,Field Key,Type,Custom Type,Hits (Sampled),Projects Using,Project List,Is Global,Context Count,Status
Linked items,customfield_17575,number,jira.polaris:count-linked-issues,0,0,,True,1,Unused
What role is the requested user?,customfield_16001,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
MongoDB Environment (single),customfield_16485,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Comments,customfield_17574,number,jira.polaris:count-issue-comments,0,0,,True,1,Unused
New Hire/Re-Hire,customfield_19990,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Atlassian project status,customfield_17572,string,jira.polaris:atlassian-project-status,0,0,,True,1,Unused
Job code,customfield_19991,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
BPO Company Name,customfield_17337,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Production/Staging/Testing/Training Environment,customfield_16004,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Delivery status,customfield_17577,string,jira.polaris:delivery-status,0,0,,True,1,Unused
Paymentus Access,customfield_16487,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Do you need access or a password reset?,customfield_16003,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
Delivery progress,customfield_17576,string,jira.polaris:delivery-progress,0,0,,True,1,Unused
Do you have a company-provided chair to return?,customfield_16009,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What area of Sales Central are you reporting on?,customfield_16008,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Tenable IPv6,customfield_18418,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,2,Unused
SC Urgency,customfield_16460,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Employment Type,customfield_16464,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Vista Plus Support Type,customfield_16463,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
KEYS Type,customfield_16462,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
SC Impact,customfield_16461,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
MS Copilot Issue Type,customfield_17799,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
AWS Region,customfield_16467,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Kibana APM Access,customfield_16465,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
DR Owning Team,customfield_21004,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Elastic Kibana Instance,customfield_21488,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
DR System Name,customfield_21003,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Program,customfield_21242,any,jira.polaris:connection,0,0,,True,0,Unused
Reopened,customfield_11436,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Sourcing Status,customfield_14703,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
City,customfield_18063,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Financial Impact,customfield_22796,number,jira.polaris:rating,0,0,,True,0,Unused
Financial Impact,customfield_22795,number,jira.polaris:slider,0,0,,True,0,Unused
Vote,customfield_22792,number,jira.polaris:votes,0,0,,True,0,Unused
Release Version History,customfield_11420,array,com.atlassian.jira.plugin.system.customfieldtypes:multiversion,0,0,,True,1,Unused
SS API Version,customfield_13600,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Business Requirement,customfield_11408,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
ElasticSearch Role,customfield_21688,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
ElasticSearch Instance,customfield_21687,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What are you wanting to do with an agent’s access?,customfield_16097,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Which Google group do you need?,customfield_16096,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
2-10 Agent Access,customfield_21442,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Standard or Admin Access,customfield_16094,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Test Results,customfield_18030,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Results Recap,customfield_18031,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,0,Unused
DBT Cloud Access,customfield_18032,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
ProConnect Agent Types,customfield_16098,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Data Set,customfield_10305,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
ProConnect Contractor Onboarding Access,customfield_16093,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Do you need a new account created for Amazon Connect CCP?,customfield_16092,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Key Initiatives,customfield_20588,any,jira.polaris:connection,0,0,,True,0,Unused
Do you need to load and manipulate data in Proto on Snowflake?,customfield_16085,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
SQL Skillset,customfield_16084,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Corporate/Call Center Location,customfield_16083,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Which Ansible environment and team do you need be added to?,customfield_16080,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
Is a new toll-free number required for the routing request?,customfield_16073,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What CCP error message are you receiving?,customfield_16072,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Have you made your supervisor aware of this issue?,customfield_16071,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Have you conducted a speed test and provided your results in the attachments below? (see link below),customfield_16070,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Winner?,customfield_18001,number,jira.polaris:boolean,0,0,,True,0,Unused
What kind of CCP - Connect issue are you having?,customfield_16068,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
CheckURL,customfield_18000,string,com.atlassian.jira.plugin.system.customfieldtypes:url,0,0,,True,1,Unused
"Have you logged-out, closed the browser and started a new one?",customfield_16069,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Looker reactivate,customfield_21409,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Optimizely Instance,customfield_21408,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Check if this requires digital resources to execute effort,customfield_20798,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Expected Benefits & Success Measures,customfield_20799,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,0,Unused
Parent Link,customfield_13100,any,com.atlassian.jpo:jpo-custom-field-parent,0,0,,True,1,Unused
Additional Risk Approvers,customfield_17700,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,0,0,,True,1,Unused
Operations Manager,customfield_16611,array,com.atlassian.jira.plugin.system.customfieldtypes:people,0,0,,True,0,Unused
Story Points,customfield_16610,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,0,Unused
Your scheduled work time,customfield_15761,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Device Type,customfield_15767,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What issue are you experiencing?,customfield_15768,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Other Company,customfield_16612,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Actual Volume,customfield_16608,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,0,Unused
Expected Volume,customfield_16607,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,0,Unused
Campaign Queue,customfield_16606,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Seedlist,customfield_16605,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Go Live Date,customfield_16609,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,0,0,,True,0,Unused
Specify what level of access is needed,customfield_15990,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Brand,customfield_16600,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Expiration Date,customfield_17931,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,0,0,,True,1,Unused
Is there a website issue or a report issue?,customfield_15995,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Who will approve this person's batches?,customfield_15993,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
Is this request to start or stop email forwarding?,customfield_15998,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Audience Exclusions,customfield_16604,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Sender Profile,customfield_16603,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,0,Unused
Send Cadence,customfield_16602,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,0,Unused
What is preventing you from assisting customers?,customfield_15754,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Comms Channel(s),customfield_16601,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Last Name,customfield_15989,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
What Zoom access is needed?,customfield_15980,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Department,customfield_15983,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
First Name,customfield_15988,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Country(s) are you traveling to,customfield_15985,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
What STAR access is needed?,customfield_15978,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Read Only or Write Access,customfield_15979,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Month,customfield_16820,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Computer Name,customfield_15973,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Which project do you need access to?,customfield_15970,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Date & Time,customfield_15734,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,0,0,,True,1,Unused
Do you need the ability to send/receive faxes internationally?,customfield_15976,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Name of the mailbox,customfield_15977,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Remedy Ticket #,customfield_12225,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Was this person hired?,customfield_16821,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Do you have your company email on a mobile device?,customfield_15969,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What is the exception number?,customfield_15967,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
What kind of printer?,customfield_15968,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Hosts (if applicable),customfield_15960,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Clone Compliance Task to Project,customfield_16810,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Is this issue Computer or Mobile Device related?,customfield_15716,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Please enumerate providing source by destination by port/protocol,customfield_15958,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
TestRail Access,customfield_15714,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Shared Mailbox Domain,customfield_15956,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Splunk Access,customfield_15715,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Sourcing Manager,customfield_12207,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
Oomnitza ITAM Role,customfield_16809,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Location,customfield_15718,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Compensation adjustment,customfield_20060,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Subject,customfield_15951,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Planned start date,customfield_15947,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,0,0,,True,1,Unused
Coupa Requisition Approval Date,customfield_12437,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,0,0,,True,1,Unused
Planned end date,customfield_15948,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,0,0,,True,1,Unused
Coupa Requisition Number,customfield_12436,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Backout plan,customfield_15945,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Test plan,customfield_15946,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
New job code,customfield_20059,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
New job title,customfield_20058,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Does this firewall change involve a scoped PCI Environment?,customfield_15940,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Coupa Requisition Submit Date,customfield_12431,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,0,0,,True,1,Unused
Severity,customfield_15943,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Owner,customfield_15701,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Implementation plan,customfield_15944,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Affected hardware,customfield_15942,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
What level of access do you need?,customfield_15936,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Real Estate Application(s),customfield_15937,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,0,0,,True,1,Unused
Office ID,customfield_15938,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Agent ID,customfield_15939,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Which Ansible team do you need be added to?,customfield_15926,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Unix/Linux Access or Password,customfield_16453,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Contractor Job Title,customfield_16450,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Third Party TPRM Process,customfield_17304,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
SC DTC/Real Estate,customfield_16457,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
SC Application Area,customfield_16456,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
SC Issue Type,customfield_16454,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Workaround Available,customfield_16459,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
AI Tool Additional Users,customfield_17305,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Frequency,customfield_16458,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
AP Question Type,customfield_16680,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Jira Project and Board Type (OLD),customfield_16200,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
Street Number,customfield_16682,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,1,Unused
Time to done,customfield_16681,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,0,0,,True,1,Unused
Sailpoint Username,customfield_16446,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
"VP, Risk | Business Owner",customfield_17535,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
Do you currently have a Star account?,customfield_16203,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Sailpoint UPN,customfield_16445,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Statuses,customfield_16202,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Contractor Manager,customfield_16444,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
Owners,customfield_16201,array,com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker,0,0,,True,1,Unused
Orca Security Role,customfield_16685,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Contractor Department,customfield_16448,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Work Email Address,customfield_16447,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Looker - Elevated Role,customfield_16673,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Looker - Streem,customfield_16672,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Looker - New Reports,customfield_16671,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Training ID Action,customfield_16670,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
SODA Platform Access,customfield_17766,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Hiring Manager,customfield_16677,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
Project overview status,com.atlassian.atlas.jira__project-status,string,read-only-string-issue-field,0,0,,True,0,Unused
CSC/SC Access Role,customfield_16432,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Project overview key,com.atlassian.atlas.jira__project-key,string,read-only-string-issue-field,0,0,,True,0,Unused
Talent Organization,customfield_16678,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
DigiCert Urgency,customfield_16662,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Point of Contact,customfield_16661,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
New Region/Territory,customfield_16660,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
IncidentID,customfield_17997,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
OCI New/Existing,customfield_16666,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
OCI Report Type,customfield_16665,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Key customers,customfield_16426,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
IncidentURL,customfield_17999,string,com.atlassian.jira.plugin.system.customfieldtypes:url,0,0,,True,1,Unused
Report Platform,customfield_16667,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Incident Severity,customfield_17998,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Feedback Type,customfield_16651,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Severity Level,customfield_17502,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Current Cost Center,customfield_16654,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Associate Cost Center,customfield_16653,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Zeus Issue Area,customfield_16652,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Region/Territory,customfield_16659,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Job Title,customfield_16658,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Type of RE people change,customfield_16657,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,0,0,,True,1,Unused
Effective Date,customfield_16656,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,0,0,,True,1,Unused
Work category,customfield_16409,string,com.atlassian.jira.plugins.work-category-field:work-category-field-cftype,0,0,,True,1,Unused
What Stripe role do you need?,customfield_16408,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Defect Classification,customfield_16649,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Idea,customfield_20903,any,jira.polaris:connection,0,0,,True,0,Unused
Phase,customfield_20904,any,jira.polaris:connection,0,0,,True,0,Unused
Portfolio,customfield_20902,any,jira.polaris:connection,0,0,,True,0,Unused
I have an issue with (Zoom),customfield_15792,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
DG Group Type,customfield_16640,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Major incident,customfield_16644,string,com.atlassian.jira.modules.servicemanagement.major-incident-entity:major-incident-entity-field-cftype,0,0,,True,1,Unused
Desktop Conclusion,customfield_17733,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
PagerDuty Postmortem/COE,customfield_16648,string,com.atlassian.jira.plugin.system.customfieldtypes:url,0,0,,True,1,Unused
Vendor Company,customfield_16646,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Desktop Improvement,customfield_17735,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,0,Unused
Mobile Conclusion,customfield_17734,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Functional Team AD Group B,customfield_16871,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Functional Team AD Group A,customfield_16870,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
MFA Phone Type,customfield_16875,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Functional Team Privledged Users,customfield_16874,array,com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker,0,0,,True,1,Unused
Functional Team Users,customfield_16873,array,com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker,0,0,,True,1,Unused
Functional Team Change Type,customfield_16872,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What ILINX product are you using?,customfield_15787,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
MFA Bypass Account Type,customfield_16869,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Sentiment,customfield_16864,array,com.atlassian.servicedesk.sentiment:sd-sentiment,0,0,,True,1,Unused
Okta Support Type,customfield_16863,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Atlan Access,customfield_16862,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Goals,customfield_16868,array,com.atlassian.jira.plugin.system.customfieldtypes:goals,0,0,,True,1,Unused
Number of Training IDs,customfield_16867,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,1,Unused
Training IDs Environment,customfield_16866,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
CSP Portal Support Type,customfield_16865,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
