Field Name,Field Key,Type,Custom Type,Hits (Sampled),Projects Using,Project List,Is Global,Context Count,Status
Business Value Description,customfield_11301,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,61,19,"ARCHTEAM, ASE, AWSC, CHEM, CLOUDENG, CONTIMP, CPE, CSVC, CT, DG, ENG, ERPS, FTT, GRC, MCAE, PMO, SEO, SOR, ZESTY",True,1,Active
Actual Date - Completed,customfield_12435,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,59,7,"API, CSIRTOLD, CSVC, GRC, LCM, SEO, SSOL",True,1,Active
Deployment Date,customfield_16645,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,58,8,"API, EDP, INT210, ONDCE, ONDCORE, ONDPRO, WEBOPS, WOS",True,1,Active
Blocked Reason,customfield_13711,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,54,26,"AA, ABI, API, ASE, AWSC, CHEM, CSC, CSIRTOLD, DEV210, EA, EC, FSA, MSS, NHD, OND, ONDCE, ONDPRO, PINT, SOR, SSSE, SVS, TACOE, TENXMS, TESTSOFT, UX, WOS",True,1,Active
Innotas Project - AHS / SS,customfield_11708,option,com.atlassian.jira.plugin.system.customfieldtypes:select,51,2,"FIN, SVS",True,1,Active
Actual Date - Started,customfield_12434,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,51,10,"CONTIMP, CSIRTOLD, CSVC, FTT, GRC, IT210, JIRAEVO, RENEW, SDP, ZESTY",True,1,Active
Innotas Tasks - Ops,customfield_11711,option,com.atlassian.jira.plugin.system.customfieldtypes:select,50,1,PRM,True,1,Single Project
Innotas Project - RTB and Ops,customfield_11710,option,com.atlassian.jira.plugin.system.customfieldtypes:select,50,1,PRM,True,1,Single Project
State,customfield_16585,option,com.atlassian.jira.plugin.system.customfieldtypes:select,50,1,RESR,True,1,Single Project
Service Trades,customfield_14822,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,50,1,CO,False,1,Single Project
Contractor Manager,customfield_14815,option,com.atlassian.jira.plugin.system.customfieldtypes:select,50,1,CO,False,1,Single Project
Phone number,customfield_14813,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,50,1,CO,True,1,Single Project
Contrel Rep,customfield_14816,option,com.atlassian.jira.plugin.system.customfieldtypes:select,50,1,CO,False,1,Single Project
Email Address,customfield_14805,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,50,1,CO,True,1,Single Project
Tenable Plugin ID,customfield_18397,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,50,1,TNBL,True,2,Single Project
Tenable Severity,customfield_18394,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,50,1,TNBL,True,2,Single Project
Tenable Source,customfield_18395,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,50,1,TNBL,True,2,Single Project
Tenable State,customfield_18396,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,50,1,TNBL,True,2,Single Project
Strategic Priority,customfield_20202,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,50,1,SPRDMP,True,0,Single Project
Service Market,customfield_15500,option,com.atlassian.jira.plugin.system.customfieldtypes:select,50,1,CO,False,1,Single Project
Zip Code,customfield_16655,number,com.atlassian.jira.plugin.system.customfieldtypes:float,50,1,RESR,True,1,Single Project
Contact Name,customfield_15100,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,48,1,CO,True,1,Low Usage
Address,customfield_14804,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,46,1,CO,True,1,Low Usage
Number of Techs,customfield_14810,number,com.atlassian.jira.plugin.system.customfieldtypes:float,45,1,CO,True,1,Low Usage
Queue(s),customfield_16078,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,42,1,ENG,True,1,Low Usage
Contact Title,customfield_15101,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,42,1,CO,False,1,Low Usage
Lead Source,customfield_15300,option,com.atlassian.jira.plugin.system.customfieldtypes:select,42,1,CO,False,1,Low Usage
Recruiter,customfield_14823,option,com.atlassian.jira.plugin.system.customfieldtypes:select,41,1,CO,False,1,Low Usage
Progress State,customfield_20198,option,com.atlassian.jira.plugin.system.customfieldtypes:select,41,1,SPRDMP,True,0,Low Usage
Vertical,customfield_18756,option,com.atlassian.jira.plugin.system.customfieldtypes:select,39,1,LCM,True,0,Low Usage
Tenable Plugin Output,customfield_18398,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,38,1,TNBL,True,2,Low Usage
Tenable VPR Score,customfield_18410,number,com.atlassian.jira.plugin.system.customfieldtypes:float,38,1,TNBL,True,2,Low Usage
Tenable Short Description,customfield_18409,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,38,1,TNBL,True,2,Low Usage
Tenable Plugin Family,customfield_18405,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,38,1,TNBL,True,2,Low Usage
Tenable Vulnerability Title,customfield_18407,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,38,1,TNBL,True,2,Low Usage
Tenable Solution,customfield_18408,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,38,1,TNBL,True,2,Low Usage
Tenable CVSSv3 Base Score,customfield_18401,number,com.atlassian.jira.plugin.system.customfieldtypes:float,38,1,TNBL,True,2,Low Usage
Tenable CVSSv3 Temporal Score,customfield_18402,number,com.atlassian.jira.plugin.system.customfieldtypes:float,38,1,TNBL,True,2,Low Usage
Tenable CVSSv2 Base Score,customfield_18403,number,com.atlassian.jira.plugin.system.customfieldtypes:float,38,1,TNBL,True,2,Low Usage
Tenable CVSSv2 Temporal Score,customfield_18404,number,com.atlassian.jira.plugin.system.customfieldtypes:float,38,1,TNBL,True,2,Low Usage
Theme (Site Area),customfield_16417,option,com.atlassian.jira.plugin.system.customfieldtypes:select,36,1,ABAHS,True,0,Low Usage
Goal,customfield_16414,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,36,1,ABAHS,True,0,Low Usage
Target end,customfield_15401,date,com.atlassian.jpo:jpo-custom-field-baseline-end,34,8,"ABI, ASE, CSVC, DAB, FDI, GRC, INT210, PMO",True,1,Low Usage
Approvals,customfield_14501,sd-approvals,com.atlassian.servicedesk.approvals-plugin:sd-approvals,33,2,"CT, ENG",True,1,Low Usage
Project start,customfield_20197,string,jira.polaris:interval,32,1,SPRDMP,True,0,Low Usage
Brand,customfield_19823,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,32,1,LCM,True,0,Low Usage
Tenable Exploitability Ease,customfield_18411,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,32,1,TNBL,True,2,Low Usage
Idea archived,customfield_17568,option,com.atlassian.jira.plugin.system.customfieldtypes:select,32,3,"ABAHS, FPMD, PRODUCT",True,1,Low Usage
Project target,customfield_20192,string,jira.polaris:interval,31,1,SPRDMP,True,0,Low Usage
Impact Areas,customfield_16568,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,31,16,"ARE, ASE, CHEM, CLOUDENG, CONTIMP, CPE, CSIRTOLD, DAB, FTT, GRC, SEO, SOR, SSSE, SVS, UX, ZESTY",True,1,Low Usage
Idea archived on,customfield_17570,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,31,2,"ABAHS, PRODUCT",True,1,Low Usage
Idea archived by,customfield_17569,array,com.atlassian.jira.plugin.system.customfieldtypes:people,31,2,"ABAHS, PRODUCT",True,1,Low Usage
Target start,customfield_15400,date,com.atlassian.jpo:jpo-custom-field-baseline-start,30,8,"ABI, ASE, DAB, FDI, GRC, INT210, PMO, QAINFRA",True,1,Low Usage
"Effort (Reversed) - High for Low, Low for High",customfield_16418,number,jira.polaris:rating,29,1,ABAHS,True,0,Low Usage
Type of Work,customfield_20203,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,28,1,SPRDMP,True,0,Low Usage
Goal impact,customfield_16420,number,jira.polaris:rating,28,1,ABAHS,True,0,Low Usage
Dependent Teams,customfield_16424,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,28,1,ABAHS,True,0,Low Usage
Confidence,customfield_16427,number,jira.polaris:rating,28,1,ABAHS,True,0,Low Usage
QA Scope,customfield_16587,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,27,4,"CSC, EC, WOS, XRAYTEST",True,1,Low Usage
Brand,customfield_22794,option,com.atlassian.jira.plugin.system.customfieldtypes:select,27,1,ABAHS,True,0,Low Usage
Stakeholder Signoff,customfield_18492,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,26,1,LCM,True,0,Low Usage
Actual Date - Closed,customfield_11341,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,26,2,"INT210, PRM",True,1,Low Usage
Test Component,customfield_21654,option,com.atlassian.jira.plugin.system.customfieldtypes:select,25,4,"ARE, ERPS, FINE, PINT",True,1,Low Usage
Roadmap Timing,customfield_20193,option,com.atlassian.jira.plugin.system.customfieldtypes:select,24,1,SPRDMP,True,0,Low Usage
Business Years of Experience,customfield_14809,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,23,1,CO,False,1,Low Usage
Request participants,customfield_12203,array,com.atlassian.servicedesk:sd-request-participants,21,3,"CSIRTOLD, ENG, RESR",True,1,Low Usage
Idea short description,customfield_20195,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,20,1,SPRDMP,True,0,Low Usage
Final Template,customfield_18558,string,com.atlassian.jira.plugin.system.customfieldtypes:url,19,1,LCM,True,0,Low Usage
I&D Team Members,customfield_21721,array,com.atlassian.jira.plugin.system.customfieldtypes:people,18,1,SPRDMP,True,0,Low Usage
Start Quarter,customfield_20621,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,18,1,SPRDMP,True,0,Low Usage
Notes,customfield_13718,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,18,11,"AHSBA, ARE, ASE, DBAT, INT210, JIRAEVO, MSS, OND, SSSE, WORK210, ZESTY",True,1,Low Usage
Other,customfield_16052,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,18,5,"DAB, ENG, GRC, INT210, PMO",True,1,Low Usage
Launch Date,customfield_16811,string,jira.polaris:interval,18,1,ABAHS,True,0,Low Usage
Test Plan Link,customfield_16442,string,com.atlassian.jira.plugin.system.customfieldtypes:url,18,1,ABAHS,True,0,Low Usage
Device,customfield_16428,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,18,1,ABAHS,True,0,Low Usage
Everest Link,customfield_18525,string,com.atlassian.jira.plugin.system.customfieldtypes:url,17,1,LCM,True,0,Low Usage
Active/Committed Quarter(s),customfield_20555,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,17,1,SPRDMP,True,0,Low Usage
Department/Business Area (AHS),customfield_11314,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,16,1,FIN,True,1,Low Usage
Impact,customfield_20199,number,jira.polaris:rating,16,1,SPRDMP,True,0,Low Usage
Final Campaign,customfield_18559,string,com.atlassian.jira.plugin.system.customfieldtypes:url,15,1,LCM,True,0,Low Usage
Business Purpose,customfield_16433,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,15,1,ENG,True,1,Low Usage
URL/Site Address,customfield_16109,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,14,3,"DG, EA, SOR",True,1,Low Usage
Release Train,customfield_12900,option,com.atlassian.jira.plugin.system.customfieldtypes:select,14,1,PRM,True,1,Low Usage
Flagged,customfield_11416,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,14,3,"ASE, CO, PRM",True,2,Low Usage
